price,bedrooms,floors,view,condition,sqft_above,sqft_basement,2,20,22,44,45,46,47,49,51,52,53,54,55,57,58,62,63,72,73,2,20,22,sqft_above_yeojohnson
790000.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.14762683,1.2668288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20389417
382500.0,0.6592912,-0.95138764,-0.30919436,0.80965203,-0.31002566,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028841577
499950.0,0.6592912,0.90655464,-0.30919436,-0.66711223,0.420769,0.77123183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83501637
650000.0,0.6592912,-0.022416478,0.975624,-0.66711223,-0.21722633,-0.28460523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10718555
625000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.1515636,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3969579
400000.0,0.6592912,-0.022416478,-0.30919436,-0.66711223,0.5483681,2.1933796,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9477712
604000.0,-0.4411223,0.90655464,2.2604425,-0.66711223,1.6387602,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.690463
440000.0,-1.5415357,-0.95138764,-0.30919436,0.80965203,-1.1916192,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.7063981
287200.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.8552217,0.9651611,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.9860989
403000.0,-0.4411223,-0.95138764,2.2604425,2.2864163,-0.20562641,-0.004485199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12362158
750000.0,-0.4411223,-0.95138764,2.2604425,0.80965203,-0.44922462,1.3745672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24782747
335000.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.2868258,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059185387
260000.0,0.6592912,-0.95138764,-0.30919436,0.80965203,-0.40282497,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17285737
308500.0,-1.5415357,-0.95138764,-0.30919436,0.80965203,-1.1336197,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5753512
439950.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,-0.06642742,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31088948
315000.0,-0.4411223,-0.95138764,-0.30919436,-0.66711223,-0.7740223,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8268051
437500.0,-0.4411223,0.90655464,-0.30919436,0.80965203,0.16557088,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5825133
407500.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.119171225,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5318976
838000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.7199596,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7350477
630000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.0239646,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.311294
550000.0,-0.4411223,-0.022416478,-0.30919436,-0.66711223,1.255963,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4640542
805000.0,-0.4411223,-0.022416478,-0.30919436,0.80965203,0.06117165,1.1159948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.466196
284000.0,-0.4411223,-0.95138764,-0.30919436,-0.66711223,-0.031627674,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35480127
470000.0,1.7597046,-0.95138764,-0.30919436,-0.66711223,-0.4260248,0.94361335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.21009688
430000.0,0.6592912,-0.95138764,-0.30919436,0.80965203,-0.8784215,1.1590903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0326631
491500.0,0.6592912,-0.95138764,2.2604425,-0.66711223,0.420769,-0.6724637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83501637
785000.0,1.7597046,0.90655464,2.2604425,-0.66711223,2.1259565,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9431162
385000.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,-0.91322124,-0.06912828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.1033818
295000.0,-1.5415357,0.90655464,-0.30919436,-0.66711223,-0.63482326,0.081705585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.56717217
555000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.7199596,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7350477
459990.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.9891649,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2871778
625000.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.31002566,1.8486165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028841577
300000.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.8267661,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1699264
625000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.2675629,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4713546
553000.0,-1.5415357,-0.95138764,-0.30919436,-0.66711223,-1.07562,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4471415
379880.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.80882204,0.44801638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8943707
310000.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.948021,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.175144
775000.0,-1.5415357,-0.95138764,-0.30919436,-0.66711223,0.9891649,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2871778
365000.0,-0.4411223,-0.95138764,-0.30919436,2.2864163,-0.29842573,0.68504107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011398956
331950.0,0.6592912,0.90655464,2.2604425,-0.66711223,0.21197054,0.44801638,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63153046
783500.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.18877071,1.180638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60721433
628000.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.7972221,1.7839733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87173134
560000.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.08437148,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49281582
900000.0,-0.4411223,-0.95138764,-0.30919436,-0.66711223,-0.5768237,-0.6724637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46405652
531000.0,-1.5415357,0.90655464,-0.30919436,-0.66711223,-0.83202183,-0.32770061,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9400009
831000.0,0.6592912,0.90655464,-0.30919436,0.80965203,-0.25202608,0.53420717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057118572
780000.0,0.6592912,0.90655464,2.2604425,-0.66711223,1.0471644,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.327187
755000.0,0.6592912,-0.95138764,-0.30919436,0.80965203,-0.24042615,0.404921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.07393376
705380.0,-0.4411223,0.90655464,-0.30919436,-0.66711223,0.76876646,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1260121
627000.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.7160227,1.0082564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.71655047
865000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,2.1607563,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9599173
580000.0,-1.5415357,-0.95138764,-0.30919436,2.2864163,-0.5884236,1.956355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4844396
410000.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-0.54202396,0.27563483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.40363035
485000.0,0.6592912,-0.95138764,-0.30919436,0.80965203,-0.5652238,1.4823056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.44379392
549000.0,-1.5415357,-0.95138764,-0.30919436,2.2864163,-0.7972221,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87173134
405000.0,-1.5415357,0.90655464,-0.30919436,-0.66711223,-0.7972221,-0.09067597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.87173134
232000.0,-1.5415357,-0.95138764,-0.30919436,0.80965203,-0.7276226,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.73836505
800866.0,1.7597046,0.90655464,-0.30919436,0.80965203,1.5691607,-0.6724637,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6513597
650000.0,-0.4411223,-0.95138764,2.2604425,0.80965203,-0.4956243,0.9651611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.32475597
770000.0,-0.4411223,-0.022416478,-0.30919436,0.80965203,-0.020027757,0.49111176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36917737
524000.0,-0.4411223,-0.95138764,-0.30919436,0.80965203,-1.214819,1.0082564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-1.759608
541125.0,1.7597046,-0.95138764,-0.30919436,0.80965203,-0.53042406,2.2795703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.38373017
384900.0,1.7597046,-0.95138764,-0.30919436,-0.66711223,-0.08962725,2.2149272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28096494
736500.0,0.6592912,0.90655464,3.545261,-0.66711223,1.5691607,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6513597
570000.0,-0.4411223,-0.95138764,-0.30919436,-0.66711223,-0.5768237,0.7927795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.46405652
787000.0,-0.4411223,-0.95138764,-0.30919436,-0.66711223,-0.5768237,-0.6724637,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.46405652
328000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,0.6295675,-0.6724637,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0156828
435000.0,1.7597046,-0.95138764,-0.30919436,0.80965203,-0.3332255,-0.026032895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06410082
499000.0,0.6592912,0.90655464,-0.30919436,-0.66711223,1.255963,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4640542
501000.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.7740223,1.2883765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8268051
400000.0,-1.5415357,-0.95138764,-0.30919436,-0.66711223,-1.1452196,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.601334
220000.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.6812229,-0.6724637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.65181756
657100.0,0.6592912,-0.95138764,-0.30919436,-0.66711223,-0.90162134,0.060157884,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0796928
309950.0,0.6592912,0.90655464,-0.30919436,-0.66711223,0.559968,-0.6724637,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9576457
